id,x,y,deg
172_75,s-4.19196,s-2.23315,s73.6108
172_76,s1.51142,s-4.07209,s252.969
172_77,s-0.394184,s1.65983,s74.4061
172_78,s-0.383618,s0.9607,s74.4788
172_79,s0.527378,s1.65972,s74.5041
172_80,s2.31922,s0.135639,s73.5313
172_81,s-4.20461,s-4.43465,s73.7443
172_82,s-2.37507,s-4.45308,s74.2346
172_83,s-1.40264,s-0.326019,s73.6854
172_84,s-1.46311,s-1.66717,s74.0573
172_85,s-4.17387,s-0.0991555,s73.3563
172_86,s-0.44014,s-0.373548,s74.2154
172_87,s0.533394,s-0.443053,s74.1177
172_88,s1.54693,s-1.46723,s253.476
172_89,s0.680113,s1.46011,s254.109
172_90,s-1.46044,s-4.45482,s74.1926
172_91,s-1.4844,s-2.35348,s74.1932
172_92,s-1.47485,s-3.05444,s74.3129
172_93,s-1.45604,s-0.976913,s74.0504
172_94,s0.395645,s-2.40927,s73.8156
172_95,s1.38212,s-1.86165,s73.3098
172_96,s-0.552051,s-3.75642,s74.3367
172_97,s-4.18036,s-0.803863,s73.3573
172_98,s-1.31048,s1.65698,s74.2751
172_99,s-1.32225,s2.35555,s74.4981
172_100,s-2.25762,s1.72099,s73.8918
172_101,s-2.24216,s2.35806,s73.2161
172_102,s-1.36233,s0.339052,s74.0502
172_103,s-2.39058,s-3.05062,s74.1248
172_104,s-4.06791,s-3.24618,s253.866
172_105,s-0.293632,s-0.591483,s254.011
172_106,s-3.21297,s1.81953,s71.0706
172_107,s0.39084,s-3.0861,s74.2033
172_108,s1.57352,s0.655938,s253.522
172_109,s-1.31061,s0.991716,s74.1296
172_110,s0.528511,s-4.65578,s254.274
172_111,s-2.27939,s1.06345,s74.0213
172_112,s0.37611,s-4.45433,s74.5262
172_113,s-0.542856,s-4.4548,s74.3544
172_114,s-2.40164,s-1.64803,s73.9174
172_115,s-2.32233,s0.398056,s73.5662
172_116,s2.32041,s-2.63922,s73.475
172_117,s-0.563222,s-3.05413,s74.2642
172_118,s-2.3853,s-3.75218,s74.2565
172_119,s0.363557,s-3.75467,s74.554
172_120,s-0.249687,s2.15692,s254.373
172_121,s-2.23406,s-3.95508,s254.375
172_122,s-0.394715,s-2.58458,s253.918
172_123,s1.4423,s-4.66129,s251.295
172_124,s-4.06305,s-3.94755,s253.911
172_125,s1.49231,s-3.41371,s253.436
172_126,s0.614972,s-1.34963,s253.318
172_127,s1.51206,s-2.13291,s253.397
172_128,s-1.46816,s-3.75545,s74.328
172_129,s-4.05181,s-0.39288,s253.549
172_130,s-4.17311,s0.602093,s73.321
172_131,s-3.07694,s2.2257,s253.332
172_132,s1.5814,s1.38833,s253.479
172_133,s1.58965,s2.13278,s253.467
172_134,s-4.19803,s-3.69355,s73.8551
172_135,s-1.31678,s-3.95656,s254.347
172_136,s-0.475325,s-1.03647,s73.9461
172_137,s-4.18072,s-1.51498,s73.65
172_138,s-3.14179,s-4.65532,s253.231
172_139,s-1.32394,s-3.25716,s254.312
172_140,s-0.241348,s1.46045,s254.551
172_141,s-2.11506,s1.48891,s254.192
172_142,s-2.13458,s0.841013,s254.124
172_143,s-0.378538,s0.272769,s74.1992
172_144,s-2.3791,s-0.942855,s74.1367
172_145,s0.526803,s-2.6799,s253.882
172_146,s0.574574,s-2.01866,s253.51
172_147,s-4.06313,s-1.82801,s253.808
172_148,s-3.29811,s-0.909253,s73.7048
172_149,s1.56497,s-0.0644357,s253.54
172_150,s-3.15461,s-3.251,s254.278
172_151,s0.685547,s0.759796,s253.793
172_152,s-4.04402,s1.01924,s253.226
172_153,s-2.22395,s-4.65447,s254.119
172_154,s0.670377,s2.15564,s254.14
172_155,s0.529183,s-3.3322,s254.185
172_156,s-2.23314,s-1.16414,s254.003
172_157,s-3.16018,s-2.54756,s254.038
172_158,s2.31975,s0.862546,s73.4472
172_159,s-3.28315,s0.504638,s73.2631
172_160,s-1.30635,s-1.18302,s254.19
172_161,s-2.08946,s2.15519,s254.401
172_162,s-3.30611,s-3.0488,s73.8558
172_163,s-3.15436,s-1.13465,s253.983
172_164,s-3.0734,s1.56602,s253.934
172_165,s-2.17759,s0.181055,s253.619
172_166,s-3.14811,s-3.95299,s254.208
172_167,s0.516513,s-3.95353,s254.395
172_168,s0.518389,s2.35488,s74.3005
172_169,s-2.24687,s-2.55517,s254.299
172_170,s-3.0963,s0.906203,s253.553
172_171,s0.479973,s-1.09713,s73.6888
172_172,s-1.16502,s0.771415,s254.195
