id,x,y,deg
173_59,s1.35139,s-3.17833,s73.852
173_60,s1.28909,s-4.45153,s74.3899
173_61,s-2.37302,s-0.253084,s73.7023
173_62,s-0.543304,s-2.37294,s74.1574
173_63,s2.31878,s-0.580575,s73.5335
173_64,s-4.05888,s-1.10706,s253.812
173_65,s0.440462,s-1.76102,s73.809
173_66,s-3.29334,s-4.45272,s73.7865
173_67,s-2.39763,s-2.34888,s73.9351
173_68,s1.41959,s-1.19247,s73.3036
173_69,s1.44906,s0.248476,s73.5398
173_70,s1.45068,s0.954434,s73.8939
173_71,s1.44768,s1.6537,s74.1417
173_72,s1.4411,s2.35335,s71.9127
173_73,s-3.22873,s1.16648,s73.1893
173_74,s-4.19391,s-2.9617,s73.8396
173_75,s-3.29035,s-0.198859,s73.5437
173_76,s-4.19117,s-2.23261,s73.6108
173_77,s1.51154,s-4.0722,s252.969
173_78,s-0.394184,s1.65981,s74.4061
173_79,s-0.383638,s0.960679,s74.4788
173_80,s0.52743,s1.65969,s74.5041
173_81,s2.31933,s0.135685,s73.5313
173_82,s-4.20443,s-4.43442,s73.7443
173_83,s-2.37548,s-4.4532,s74.2346
173_84,s-1.40257,s-0.325898,s73.6854
173_85,s-1.46434,s-1.66808,s74.0573
173_86,s-4.17414,s-0.0990905,s73.3563
173_87,s-0.440137,s-0.373533,s74.2154
173_88,s0.53339,s-0.44305,s74.1177
173_89,s1.54693,s-1.46723,s253.476
173_90,s0.679666,s1.45829,s254.109
173_91,s-1.46052,s-4.45513,s74.1926
173_92,s-1.48528,s-2.35466,s74.1932
173_93,s-1.47534,s-3.05546,s74.3129
173_94,s-1.45609,s-0.977073,s74.0504
173_95,s0.395606,s-2.40896,s73.8156
173_96,s1.38261,s-1.86179,s73.3098
173_97,s-0.552066,s-3.75627,s74.3367
173_98,s-4.17968,s-0.803674,s73.3573
173_99,s-1.31077,s1.65724,s74.2751
173_100,s-1.32219,s2.35551,s74.4981
173_101,s-2.25811,s1.72129,s73.8918
173_102,s-2.24234,s2.35844,s73.2156
173_103,s-1.36234,s0.339056,s74.0502
173_104,s-2.39016,s-3.05025,s74.1248
173_105,s-4.06783,s-3.24615,s253.866
173_106,s-0.293633,s-0.591482,s254.011
173_107,s-3.21324,s1.81966,s71.0706
173_108,s0.390805,s-3.08583,s74.2033
173_109,s1.57312,s0.655773,s253.522
173_110,s-1.31062,s0.991752,s74.1296
173_111,s0.528482,s-4.65567,s254.274
173_112,s-2.27937,s1.06344,s74.0213
173_113,s0.37612,s-4.45419,s74.5262
173_114,s-0.543017,s-4.45455,s74.3544
173_115,s-2.40065,s-1.64744,s73.9174
173_116,s-2.32245,s0.398027,s73.5662
173_117,s2.32032,s-2.63912,s73.475
173_118,s-0.562822,s-3.05444,s74.2642
173_119,s-2.38526,s-3.75198,s74.2565
173_120,s0.363676,s-3.75464,s74.554
173_121,s-0.249679,s2.15689,s254.373
173_122,s-2.23421,s-3.95541,s254.375
173_123,s-0.394707,s-2.58431,s253.918
173_124,s1.44245,s-4.66182,s251.294
173_125,s-4.06279,s-3.94729,s253.911
173_126,s1.4924,s-3.41377,s253.436
173_127,s0.614971,s-1.34963,s253.318
173_128,s1.51193,s-2.13282,s253.397
173_129,s-1.46847,s-3.75566,s74.328
173_130,s-4.05211,s-0.392925,s253.549
173_131,s-4.17328,s0.601976,s73.321
173_132,s-3.07715,s2.22603,s253.332
173_133,s1.58104,s1.38814,s253.479
173_134,s1.58872,s2.13195,s253.467
173_135,s-4.19771,s-3.69312,s73.8551
173_136,s-1.31692,s-3.9563,s254.347
173_137,s-0.475318,s-1.03648,s73.9461
173_138,s-4.1797,s-1.51462,s73.65
173_139,s-3.14164,s-4.65506,s253.231
173_140,s-1.32406,s-3.25706,s254.312
173_141,s-0.241331,s1.46045,s254.551
173_142,s-2.11552,s1.48931,s254.192
173_143,s-2.13455,s0.841022,s254.124
173_144,s-0.378543,s0.272772,s74.1992
173_145,s-2.37914,s-0.942651,s74.1367
173_146,s0.526766,s-2.67972,s253.882
173_147,s0.574496,s-2.01834,s253.51
173_148,s-4.06208,s-1.82754,s253.808
173_149,s-3.29811,s-0.908905,s73.7048
173_150,s1.56515,s-0.064444,s253.54
173_151,s-3.15422,s-3.25061,s254.278
173_152,s0.68523,s0.759419,s253.793
173_153,s-4.04463,s1.0193,s253.226
173_154,s-2.22413,s-4.6547,s254.119
173_155,s0.670049,s2.15411,s254.14
173_156,s0.529148,s-3.33206,s254.185
173_157,s-2.23312,s-1.16436,s254.003
173_158,s-3.16042,s-2.54755,s254.038
173_159,s2.31932,s0.862407,s73.4472
173_160,s-3.28329,s0.504948,s73.2631
173_161,s-1.30636,s-1.18303,s254.19
173_162,s-2.0898,s2.15544,s254.401
173_163,s-3.30611,s-3.04871,s73.8558
173_164,s-3.15446,s-1.13466,s253.983
173_165,s-3.07164,s1.56452,s253.934
173_166,s-2.17766,s0.18116,s253.619
173_167,s-3.1477,s-3.95307,s254.208
173_168,s0.516467,s-3.9534,s254.395
173_169,s0.51843,s2.35482,s74.3005
173_170,s-2.24771,s-2.55638,s254.299
173_171,s-3.09655,s0.906158,s253.553
173_172,s0.479972,s-1.09713,s73.6888
173_173,s-1.16503,s0.771431,s254.195
