id,x,y,deg
174_57,s-0.471858,s-1.05005,s74.0925
174_58,s-1.45479,s-0.985994,s74.1436
174_59,s-0.38981,s2.36149,s74.3183
174_60,s1.29064,s-4.45241,s74.5152
174_61,s-4.20619,s-4.43594,s73.6258
174_62,s-4.94294,s-2.44382,s253.504
174_63,s2.3229,s-3.27754,s73.4651
174_64,s-2.05622,s1.45466,s254.375
174_65,s-3.22254,s1.12899,s73.4861
174_66,s-2.37691,s-0.269829,s74.0987
174_67,s-3.29238,s-0.216376,s73.4682
174_68,s2.32291,s2.36202,s73.8304
174_69,s1.45608,s0.248899,s73.5769
174_70,s1.4548,s0.9562,s73.7773
174_71,s0.54554,s-0.454431,s73.996
174_72,s1.44252,s2.36041,s73.7193
174_73,s-4.19804,s-2.9649,s73.5853
174_74,s-4.17907,s0.587139,s73.3368
174_75,s-4.94198,s-3.90996,s253.611
174_76,s-2.39747,s-2.35908,s74.1293
174_77,s-1.29605,s1.6589,s74.3936
174_78,s-1.30686,s2.36169,s74.3449
174_79,s0.533687,s1.663,s74.2756
174_80,s-3.29213,s0.48453,s73.4852
174_81,s-1.46837,s-3.75811,s74.2017
174_82,s-0.38434,s-1.90979,s254.08
174_83,s0.392076,s-3.08743,s74.267
174_84,s-2.39965,s-1.65533,s74.1233
174_85,s-3.30959,s-1.63698,s73.4333
174_86,s-4.20176,s-3.69623,s73.7336
174_87,s1.58375,s1.39869,s253.917
174_88,s1.44997,s1.65797,s73.9755
174_89,s-3.13333,s2.37751,s66.6685
174_90,s-4.18168,s-0.819125,s73.3865
174_91,s-4.059,s-4.65785,s251.94
174_92,s-1.48289,s-2.35931,s74.1692
174_93,s-2.37713,s-4.45656,s74.1341
174_94,s-0.531061,s-1.69391,s74.1523
174_95,s0.396717,s-2.41067,s74.0673
174_96,s1.35265,s-3.18036,s74.2033
174_97,s-0.382057,s1.66284,s74.3618
174_98,s-4.1851,s-1.52678,s73.4112
174_99,s-3.21655,s1.77839,s68.43
174_100,s-0.543155,s-4.45774,s74.283
174_101,s0.624188,s-1.35335,s253.445
174_102,s-0.371843,s0.960974,s74.3674
174_103,s-0.551541,s-3.75989,s74.21
174_104,s-1.47529,s-3.05981,s74.1557
174_105,s-3.30204,s-3.75606,s74.0826
174_106,s-0.323938,s-1.26125,s253.983
174_107,s1.38763,s-1.86465,s73.4561
174_108,s-0.283801,s-0.599202,s253.99
174_109,s-2.39211,s-3.05777,s74.1182
174_110,s-4.06243,s-1.11986,s253.432
174_111,s-0.542402,s-2.37921,s74.1631
174_112,s-2.27609,s1.03239,s74.1677
174_113,s-4.19212,s-2.24127,s73.4835
174_114,s-2.31609,s0.369565,s74.1362
174_115,s-4.94306,s-1.72267,s253.404
174_116,s0.363549,s-3.75773,s74.384
174_117,s0.375752,s-4.45751,s74.3655
174_118,s-1.46328,s-1.6733,s74.1516
174_119,s-0.560928,s-3.05958,s74.1771
174_120,s0.54374,s0.256425,s74.2071
174_121,s-0.367559,s0.252656,s74.1868
174_122,s-1.31701,s-3.95795,s254.209
174_123,s-2.22583,s-4.65692,s253.895
174_124,s-4.06588,s-3.95409,s254.084
174_125,s1.44416,s-4.66169,s251.419
174_126,s1.51179,s-4.07278,s253.015
174_127,s1.49465,s-3.41661,s253.464
174_128,s-4.07335,s-2.54544,s253.542
174_129,s-2.20851,s1.65307,s74.3861
174_130,s-1.28467,s0.955707,s74.3657
174_131,s0.691775,s-0.672483,s253.467
174_132,s1.57351,s-0.0604014,s253.509
174_133,s-2.23434,s-1.17219,s254.146
174_134,s-4.07183,s-3.25189,s253.92
174_135,s-4.17991,s-0.11523,s73.3833
174_136,s-1.31329,s-1.87804,s254.151
174_137,s-2.38217,s-0.960459,s74.1028
174_138,s-3.30482,s-0.92367,s73.4305
174_139,s0.445913,s-1.76448,s74.0007
174_140,s-2.24072,s-3.25757,s254.173
174_141,s-0.230157,s1.46292,s254.26
174_142,s-0.237851,s2.16282,s254.317
174_143,s-0.39109,s-4.65655,s254.231
174_144,s-1.39588,s-0.342417,s74.1448
174_145,s-2.22236,s2.3587,s74.0639
174_146,s0.528053,s-2.68141,s253.739
174_147,s-4.05729,s0.994646,s253.473
174_148,s1.43954,s-0.467909,s73.4631
174_149,s1.51529,s-2.13808,s253.461
174_150,s0.69515,s0.0538655,s253.569
174_151,s-3.15647,s-3.25578,s254.104
174_152,s1.57863,s0.665686,s253.771
174_153,s-1.2465,s-0.548724,s254.104
174_154,s-3.15006,s-3.95578,s254.255
174_155,s0.530631,s-3.33387,s254.228
174_156,s-1.2042,s0.111239,s254.159
174_157,s-1.32379,s-3.25936,s254.174
174_158,s-3.14153,s-4.6558,s253.928
174_159,s-3.16259,s-1.85449,s254.124
174_160,s2.32294,s0.144234,s73.553
174_161,s-0.21599,s0.0536295,s254.135
174_162,s-2.16788,s0.158439,s254.203
174_163,s-1.14343,s1.45988,s254.366
174_164,s-2.12844,s0.817597,s254.322
174_165,s-1.33128,s-2.55831,s254.172
174_166,s-3.30779,s-3.05548,s73.8234
174_167,s-2.98016,s2.15177,s254.386
174_168,s0.685233,s1.46176,s253.957
174_169,s-3.29278,s-4.45612,s74.0439
174_170,s-0.219872,s0.761224,s254.232
174_171,s-3.07165,s1.52991,s254.325
174_172,s-2.24841,s-1.85519,s254.157
174_173,s-1.30914,s-4.65683,s254.061
174_174,s0.516371,s-3.95621,s254.508
