id,x,y,deg
166_135,s-3.04149,s-3.30074,s79.4897
166_136,s-3.03422,s-0.893801,s79.4486
166_137,s0.0510438,s-2.09864,s79.4548
166_138,s-3.0368,s-2.09647,s79.4885
166_139,s-3.03375,s-0.293012,s79.493
166_140,s0.225026,s-0.479138,s259.441
166_141,s-3.99158,s1.35866,s259.55
166_142,s0.218522,s-2.88434,s259.439
166_143,s1.24932,s-1.69745,s259.252
166_144,s1.20564,s1.89568,s260.223
166_145,s0.0528664,s-1.49687,s79.4593
166_146,s1.25203,s-0.496046,s259.449
166_147,s1.07791,s-3.30244,s79.4771
166_148,s1.24876,s0.713365,s259.728
166_149,s0.0475494,s-3.90252,s79.5516
166_150,s-0.805844,s-1.07885,s259.459
166_151,s-0.804713,s0.123234,s259.576
166_152,s0.2188,s-4.68795,s259.494
166_153,s1.25326,s0.10829,s259.448
166_154,s-0.807403,s-1.68053,s259.466
166_155,s-1.83994,s-4.68783,s259.501
166_156,s1.24792,s-2.29663,s259.136
166_157,s-1.84055,s-2.88425,s259.471
166_158,s1.24684,s-3.49232,s259.071
166_159,s1.24729,s-4.08975,s259.064
166_160,s-3.89888,s-2.88283,s259.49
166_161,s-4.06347,s-0.889812,s79.4633
166_162,s0.168294,s1.89567,s260.014
166_163,s-2.00468,s-0.894576,s79.4735
166_164,s-2.00792,s-2.09775,s79.4828
166_165,s-3.03523,s-1.49479,s79.4794
166_166,s1.24741,s-2.89445,s259.036
