id,x,y,deg
187_73,s2.70121,s-0.0680287,s75.7216
187_74,s-4.85575,s-4.58165,s243.562
187_75,s2.70057,s1.30689,s75.6541
187_76,s0.991186,s-0.190361,s255.722
187_77,s-2.25517,s-1.21217,s76.3298
187_78,s2.70112,s-1.42194,s75.7951
187_79,s-2.01943,s-0.738372,s255.809
187_80,s-3.00005,s-0.708599,s255.894
187_81,s-1.32754,s-4.40667,s78.4933
187_82,s-2.33914,s-4.40025,s77.1292
187_83,s0.797972,s-2.77731,s256.845
187_84,s-2.96654,s1.45503,s75.7717
187_85,s-4.85617,s0.765649,s255.728
187_86,s-2.30763,s-1.8479,s76.7493
187_87,s1.91662,s0.411907,s255.699
187_88,s-1.21785,s-2.7219,s258.234
187_89,s2.6985,s2.70427,s75.5373
187_90,s-1.30634,s-1.87596,s76.414
187_91,s-4.13012,s-1.32859,s256.781
187_92,s-3.20105,s-3.95345,s258.014
187_93,s-1.95676,s-0.104896,s255.759
187_94,s-2.10833,s0.111071,s75.7679
187_95,s-4.85635,s-0.584959,s256.25
187_96,s-2.84382,s2.51098,s256.555
187_97,s-4.86047,s-3.32795,s234.595
187_98,s1.66646,s-2.63425,s76.8279
187_99,s-3.25175,s-2.69972,s258.26
187_100,s-3.98428,s1.5218,s75.7842
187_101,s-0.405469,s-3.16465,s78.478
187_102,s-3.30508,s-4.3657,s76.4541
187_103,s-3.36458,s-3.75981,s78.0506
187_104,s-2.21899,s-2.7222,s257.977
187_105,s1.77991,s0.685743,s75.7191
187_106,s1.83747,s-2.23765,s256.44
187_107,s-0.153998,s-2.0929,s256.245
187_108,s2.70152,s-2.69477,s76.8066
187_109,s-0.891708,s1.83862,s255.873
187_110,s-2.17482,s-0.53704,s75.8046
187_111,s-1.88759,s0.523804,s255.765
187_112,s-1.04973,s1.36343,s75.8499
187_113,s0.664106,s-4.40669,s78.4373
187_114,s0.795394,s-3.97038,s257.973
187_115,s-2.79481,s1.85517,s256.539
187_116,s-2.3839,s-2.52905,s76.7746
187_117,s1.7784,s0.00740036,s75.7231
187_118,s-3.98565,s2.11582,s75.8814
187_119,s-2.09599,s-1.40538,s256.413
187_120,s0.702013,s-1.93975,s76.1564
187_121,s1.76042,s2.70459,s75.6727
187_122,s-2.89311,s0.590309,s255.76
187_123,s-3.42889,s-3.09737,s78.0418
187_124,s-2.03942,s0.738687,s75.7608
187_125,s-1.14754,s-2.07041,s256.412
187_126,s0.76721,s-1.31298,s75.782
187_127,s-4.85471,s-2.31895,s289.603
187_128,s0.969898,s2.5097,s255.686
187_129,s-1.08553,s2.70455,s75.8629
187_130,s1.78848,s1.36103,s75.6743
187_131,s-3.97185,s2.70394,s76.5032
187_132,s-1.3993,s-3.77417,s78.5156
187_133,s-0.246165,s-1.27209,s76.0488
187_134,s-3.83011,s1.31587,s255.769
187_135,s-1.23313,s-3.96261,s258.485
187_136,s0.840522,s1.36391,s75.7778
187_137,s-0.165242,s-0.633104,s75.7693
187_138,s-0.357915,s-2.542,s76.7599
187_139,s-1.24023,s-3.36086,s258.488
187_140,s-1.04702,s0.682082,s75.7686
187_141,s2.70181,s-3.27753,s77.2065
187_142,s1.79562,s2.03542,s75.6745
187_143,s0.83547,s0.0094049,s75.7654
187_144,s-4.22943,s-3.9217,s258.053
187_145,s-0.239448,s-3.35179,s258.436
187_146,s0.993873,s0.48713,s255.721
187_147,s0.794222,s-3.37891,s257.824
187_148,s-0.181617,s-4.5954,s258.228
187_149,s-3.13958,s-0.443158,s75.8813
187_150,s-4.06836,s0.286596,s75.7695
187_151,s-1.99386,s2.052,s76.5386
187_152,s-0.197453,s-2.73444,s256.826
187_153,s-3.41825,s-2.50645,s76.7979
187_154,s0.0213451,s2.50954,s255.786
187_155,s0.628769,s-3.18958,s78.2473
187_156,s0.0505047,s0.488526,s255.786
187_157,s-4.78999,s-2.70629,s227.556
187_158,s0.838015,s0.687172,s75.8155
187_159,s-3.2596,s-1.18957,s76.7683
187_160,s0.813029,s2.7048,s75.7346
187_161,s-1.10379,s0.0439791,s75.7602
187_162,s0.847162,s2.03673,s75.7902
187_163,s-1.26107,s-1.23423,s76.1885
187_164,s-1.16143,s-4.59531,s258.199
187_165,s0.629216,s-3.78162,s78.4462
187_166,s-3.92571,s0.0354365,s255.774
187_167,s-0.103338,s2.03724,s75.8523
187_168,s-4.85644,s1.98753,s255.882
187_169,s-0.105852,s0.00540618,s75.7711
187_170,s1.82674,s-2.82717,s256.806
187_171,s-0.928435,s2.50931,s255.851
187_172,s1.82983,s-4.59614,s257.743
187_173,s-4.29064,s-1.13566,s76.4878
187_174,s-3.09924,s-1.38148,s256.751
187_175,s-0.313237,s-1.89939,s76.3862
187_176,s-0.343702,s-4.39085,s78.2094
187_177,s2.70234,s-4.44949,s77.743
187_178,s1.8282,s-3.41771,s257.28
187_179,s2.70147,s-2.0919,s76.4386
187_180,s-3.12802,s-2.03336,s256.768
187_181,s-4.82732,s-1.64393,s257.599
187_182,s-0.890796,s0.484454,s255.771
187_183,s0.64273,s-2.56262,s76.8257
187_184,s-2.03569,s2.70464,s75.8964
187_185,s-1.04779,s2.03847,s75.8856
187_186,s-3.91972,s-0.652175,s256.186
187_187,s2.7009,s0.611615,s75.6921
